EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
Frank Slootman;63117;SERVICENOW INC;;150;0;0;0;52;171007;2011;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Andrew J. Chedrick;63118;SERVICENOW INC;;127.5;5;0;0;;171007;2011;;;;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;;104.183;0;0;3342.968;44;171007;2011;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Daniel R. McGee;63112;SERVICENOW INC;;260;0;0;0;52;171007;2012;;;Executive;MALE;PREPACKAGED SOFTWARE;NOW;7372
Arne M. Josefsberg;63113;SERVICENOW INC;Chief Technology Officer;275;0;0;0;54;171007;2012;;;Chief Technology Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frederic B. Luddy;63114;SERVICENOW INC;Chief Product Officer and Director;300;0;10350;0;57;171007;2012;01/06/2004;;Founder, Chief Product Officer and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Senior Vice President of Worldwide Sales and Services;250;0;0;0;44;171007;2012;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chief Executive Officer, President and Director;300;0;0;0;53;171007;2012;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer and Principal Accounting Officer;275;0;0;0;45;171007;2012;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Daniel R. McGee;63112;SERVICENOW INC;Senior Vice President of Engineering & Cloud Operations;275;0;2942;1452.18;53;171007;2013;;;Executive;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frederic B. Luddy;63114;SERVICENOW INC;Chief Product Officer and Director;300;0;0;0;58;171007;2013;01/06/2004;;Founder, Chief Product Officer and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Senior Vice President of Worldwide Sales and Services;260;0;2206.5;1105.23;45;171007;2013;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chief Executive Officer, President and Director;350;0;4413;2210.46;54;171007;2013;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer and Principal Accounting Officer;290;0;2206.5;1105.23;46;171007;2013;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Daniel R. McGee;63112;SERVICENOW INC;Chief Operating Officer;300;0;7739.75;0;54;171007;2014;;;Executive;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frederic B. Luddy;63114;SERVICENOW INC;Chief Product Officer and Director;330;0;6629;0;59;171007;2014;01/06/2004;;Founder, Chief Product Officer and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;280;0;7739.75;0;46;171007;2014;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chief Executive Officer, President and Director;425;0;9943.5;0;55;171007;2014;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer and Principal Accounting Officer;300;0;4971.75;0;47;171007;2014;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Daniel R. McGee;63112;SERVICENOW INC;Chief Operating Officer;330;0;5830.4;0;55;171007;2015;;;Executive;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frederic B. Luddy;63114;SERVICENOW INC;Chief Product Officer and Director;350;0;7288;0;60;171007;2015;01/06/2004;;Founder, Chief Product Officer and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;295;0;5830.4;0;47;171007;2015;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chief Executive Officer, President and Director;450;0;11660.8;0;56;171007;2015;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer;322.642;0;5830.4;0;48;171007;2015;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product Officer;25.673;0;0;0;45;171007;2016;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Daniel R. McGee;63112;SERVICENOW INC;Executive;350;0;16129.6;0;56;171007;2016;;;Executive;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frederic B. Luddy;63114;SERVICENOW INC;Founder, Chief Product Officer and Director;266.538;0;5008;0;61;171007;2016;01/06/2004;;Founder, Chief Product Officer and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;300;0;16129.6;0;48;171007;2016;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chairman of the Board, Chief Executive Officer and President;450;0;8012.8;0;57;171007;2016;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer;350;0;16129.6;0;49;171007;2016;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product Officer;450;0;17492.601;4567.243;46;171007;2017;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;450;0;6006.584;0;49;171007;2017;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
John J. Donahoe, II;63116;SERVICENOW INC;Chief Executive Officer, President and Director;525.641;0;24150.866;16102.635;56;171007;2017;03/04/2017;;Chief Executive Officer, President and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Frank Slootman;63117;SERVICENOW INC;Chairman of the Board, Chief Executive Officer and President;158.654;0;18019.753;0;58;171007;2017;02/05/2011;;Chairman of the Board, Chief Executive Officer and President;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer;450;0;6006.584;0;50;171007;2017;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product Officer;500;0;6436.05;0;47;171007;2018;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Patricia Wadors;63111;SERVICENOW INC;;375;0;3861.569;0;53;171007;2018;;;;FEMALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;450;0;6436.05;0;50;171007;2018;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
John J. Donahoe, II;63116;SERVICENOW INC;Chief Executive Officer, President and Director;750;0;15017.246;0;57;171007;2018;03/04/2017;;Chief Executive Officer, President and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer;450;0;6436.05;0;51;171007;2018;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product Officer;600;0;9420.728;0;48;171007;2019;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Patricia Wadors;63111;SERVICENOW INC;;450;0;4710.364;0;54;171007;2019;;;;FEMALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;550;0;9420.728;0;51;171007;2019;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
John J. Donahoe, II;63116;SERVICENOW INC;Chief Executive Officer, President and Director;900;0;18252.25;0;58;171007;2019;03/04/2017;;Chief Executive Officer, President and Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Michael P. Scarpelli;63119;SERVICENOW INC;Chief Financial Officer;315.625;0;9420.728;0;52;171007;2019;;;Chief Financial Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
William R. McDermott;64358;SERVICENOW INC;President, CEO & Director;128.846;0;19684.037;20125.039;57;171007;2019;15/11/2019;CEO;President, CEO & Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product Officer;620.833;0;10930.083;0;49;171007;2020;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
David L. Schneider;63115;SERVICENOW INC;Chief Revenue Officer;591.667;0;9779.437;0;52;171007;2020;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
William R. McDermott;64358;SERVICENOW INC;President, CEO & Director;1000;0;18408.206;0;58;171007;2020;15/11/2019;CEO;President, CEO & Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Kevin Haverty;66310;SERVICENOW INC;Chief Revenue Officer;520.833;0;9146.731;0;53;171007;2020;;;Chief Revenue Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
Russell S. Elmer;66311;SERVICENOW INC;General Counsel & Secretary;462.5;0;5465.041;0;55;171007;2020;;;General Counsel & Secretary;MALE;PREPACKAGED SOFTWARE;NOW;7372
Gina M. Mastantuono;66312;SERVICENOW INC;Chief Financial Officer;539.776;0;15648.102;0;50;171007;2020;;;Chief Financial Officer;FEMALE;PREPACKAGED SOFTWARE;NOW;7372
Chirantan Jitendra Desai;63110;SERVICENOW INC;Chief Product & Engineering Officer;687.5;0;14365.643;38441.125;50;171007;2021;;;Chief Product & Engineering Officer;MALE;PREPACKAGED SOFTWARE;NOW;7372
William R. McDermott;64358;SERVICENOW INC;President, CEO & Director;1000;0;22984.959;139242.879;59;171007;2021;15/11/2019;CEO;President, CEO & Director;MALE;PREPACKAGED SOFTWARE;NOW;7372
Russell S. Elmer;66311;SERVICENOW INC;General Counsel & Secretary;487.5;0;5459.84;7110.086;56;171007;2021;;;General Counsel & Secretary;MALE;PREPACKAGED SOFTWARE;NOW;7372
Gina M. Mastantuono;66312;SERVICENOW INC;Chief Financial Officer;591.667;0;8619.804;14220.458;51;171007;2021;;;Chief Financial Officer;FEMALE;PREPACKAGED SOFTWARE;NOW;7372
Jacqueline P. Canney;68145;SERVICENOW INC;Chief People Officer;254.199;225;9817.404;7110.086;53;171007;2021;;;Chief People Officer;FEMALE;PREPACKAGED SOFTWARE;NOW;7372
Thomas G. Vellios;51933;FIVE BELOW INC;Founder, Chief Executive Officer, President and Director;700;3000;0;0;56;171141;2011;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
David Schlessinger;51935;FIVE BELOW INC;Founder and Executive Chairman;600;3000;0;0;56;171141;2011;;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Principal Accounting Officer, Treasurer and Secretary;262.956;68.75;0;121.542;48;171141;2011;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Thomas G. Vellios;51933;FIVE BELOW INC;Co-Founder, Chief Executive Officer, President and Director;727.41;0;8696.129;0;57;171141;2012;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
David Schlessinger;51935;FIVE BELOW INC;Co-Founder and Executive Chairman;623.564;0;8696.129;0;57;171141;2012;;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
David A. Johnston;51936;FIVE BELOW INC;Chief Operating Officer;261.704;0;0;1435.71;47;171141;2012;;;Chief Operating Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Principal Accounting Officer, Treasurer and Secretary;327.41;0;0;100.34;49;171141;2012;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Thomas G. Vellios;51933;FIVE BELOW INC;Co-Founder, Chief Executive Officer, President and Director;700;0;0;0;58;171141;2013;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
David Schlessinger;51935;FIVE BELOW INC;Co-Founder and Executive Chairman;600;0;0;0;58;171141;2013;;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
David A. Johnston;51936;FIVE BELOW INC;Chief Operating Officer;230.778;0;0;631.67;48;171141;2013;;;Chief Operating Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Principal Accounting Officer, Treasurer and Secretary;336.402;0;0;297.676;50;171141;2013;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;Chief Executive Officer, President and Director;328.173;0;4900;600;49;171141;2014;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Thomas G. Vellios;51933;FIVE BELOW INC;Co-Founder and Executive Chairman;700;0;12000;0;59;171141;2014;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;246.875;95;352.7;1358.4;56;171141;2014;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Executive Vice President of Merchandising;17.308;0;400;400;48;171141;2014;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Treasurer and Secretary;378.65;0;175;175;51;171141;2014;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;Chief Executive Officer, President and Director;700;250;600;600;50;171141;2015;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Thomas G. Vellios;51933;FIVE BELOW INC;Co-Founder and Executive Chairman;600;0;0;0;60;171141;2015;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;500;95;200;200;57;171141;2015;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Executive Vice President of Merchandising;450;0;0;0;49;171141;2015;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Treasurer and Secretary;400;0;200;200;52;171141;2015;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;Chief Executive Officer, President and Director;750;0;1275;425;51;171141;2016;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Thomas G. Vellios;51933;FIVE BELOW INC;Co-Founder and Executive Chairman;600;0;0;0;61;171141;2016;01/01/2002;;Co-Founder and Executive Chairman;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;500;0;262.5;87.5;58;171141;2016;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Executive Vice President of Merchandising;450;0;375;125;50;171141;2016;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;Chief Financial Officer, Secretary and Treasurer;450;0;262.5;87.5;53;171141;2016;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;President, CEO & Director;785.577;155;2000;0;52;171141;2017;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;522.308;61.8;425;0;59;171141;2017;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Executive Vice President of Merchandising;471.346;55.8;425;0;51;171141;2017;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;CFO & Treasurer;479.808;57;425;0;54;171141;2017;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
George S. Hill;60271;FIVE BELOW INC;Executive Vice President of Retail Operations;348.75;130.8;800;0;50;171141;2017;;;Executive Vice President of Retail Operations;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;President, CEO & Director;815.385;0;3500;0;53;171141;2018;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;523.077;0;500;0;60;171141;2018;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Executive Vice President of Merchandising;481.154;0;1000;0;52;171141;2018;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;CFO & Treasurer;495.192;0;500;0;55;171141;2018;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
George S. Hill;60271;FIVE BELOW INC;Executive Vice President of Retail Operations;481.154;0;500;0;51;171141;2018;;;Executive Vice President of Retail Operations;MALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;President, CEO & Director;925.961;0;4500;0;54;171141;2019;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;537.115;0;500;0;61;171141;2019;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Chief Merchandising Officer;539.526;0;500;0;53;171141;2019;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;CFO & Treasurer;532.308;0;500;0;56;171141;2019;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Judith L. Werthauser;64359;FIVE BELOW INC;Chief Experience Officer;480.577;0;1500;0;53;171141;2019;;;Chief Experience Officer;FEMALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;President, CEO & Director;901.923;937.5;14939.068;0;55;171141;2020;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;525.759;315;2480.886;0;62;171141;2020;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Chief Merchandising Officer;574.639;351.563;3068.315;0;54;171141;2020;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;CFO & Treasurer;572.332;351.563;2578.836;0;57;171141;2020;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Judith L. Werthauser;64359;FIVE BELOW INC;Chief Experience Officer;518.846;315;1866.312;0;54;171141;2020;;;Chief Experience Officer;FEMALE;VARIETY STORES;FIVE;5331
Joel D. Anderson;51932;FIVE BELOW INC;President, CEO & Director;1000;0;5279.695;0;56;171141;2021;01/02/2015;CEO;President, CEO & Director;MALE;VARIETY STORES;FIVE;5331
Eric M. Specter;51934;FIVE BELOW INC;Chief Administrative Officer;574.409;0;633.256;0;63;171141;2021;;;Chief Administrative Officer;MALE;VARIETY STORES;FIVE;5331
Michael F. Romanko;51937;FIVE BELOW INC;Chief Merchandising Officer;641.082;0;950.264;0;55;171141;2021;;;Chief Merchandising Officer;MALE;VARIETY STORES;FIVE;5331
Kenneth R. Bull;51938;FIVE BELOW INC;CFO & Treasurer;641.082;0;950.264;0;58;171141;2021;;;CFO & Treasurer;MALE;VARIETY STORES;FIVE;5331
Judith L. Werthauser;64359;FIVE BELOW INC;Chief Experience Officer;574.409;0;633.256;0;55;171141;2021;;;Chief Experience Officer;FEMALE;VARIETY STORES;FIVE;5331
David McCutcheon;49403;PGT INNOVATIONS INC;;182.153;0;0;0;41;174049;2007;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;;320;0;0;0;50;174049;2007;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;;265.5;0;100.091;185.896;41;174049;2007;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
C. Douglas Cross;49408;PGT INNOVATIONS INC;;178.08;0;6.991;23.612;51;174049;2007;;;;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;;201.923;0;47.785;88.729;44;174049;2007;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mary J. Kotler;49410;PGT INNOVATIONS INC;;185;0;54.227;48;;174049;2007;;;;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Herman W. Moore, III;49411;PGT INNOVATIONS INC;;278.808;0;98.76;112.126;54;174049;2007;;;;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;;192;0;0;0;45;174049;2007;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
David McCutcheon;49403;PGT INNOVATIONS INC;;188.557;0;0;0;42;174049;2008;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Monte Burns;49404;PGT INNOVATIONS INC;;149.826;0;0;0;48;174049;2008;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;;339.269;0;0;0;51;174049;2008;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;;289.258;0;174.447;203.545;42;174049;2008;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
C. Douglas Cross;49408;PGT INNOVATIONS INC;;222.6;0;8.644;76.656;52;174049;2008;;;;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;;208.943;0;101.885;58.68;45;174049;2008;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;;198.75;0;0;0;46;174049;2008;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
David McCutcheon;49403;PGT INNOVATIONS INC;Vice President of Operations;163.369;0;22.613;14.001;43;174049;2009;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Monte Burns;49404;PGT INNOVATIONS INC;;137.559;0;0;0;49;174049;2009;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-founder, Chief Executive Officer, President, Director, Chief Executive Officer of PGT Industries Inc and President of PGT Industries Inc;317.907;0;82.505;51.086;52;174049;2009;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;264.923;0;55.003;34.057;43;174049;2009;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President and General Counsel;189.016;0;25.057;15.514;46;174049;2009;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Sales & Marketing;172.289;0;23.834;14.758;47;174049;2009;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
David McCutcheon;49403;PGT INNOVATIONS INC;Vice President of Glass Operations;180.161;0;0;289.925;44;174049;2010;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Monte Burns;49404;PGT INNOVATIONS INC;Vice President of North Carolina Operations;181.193;0;0;573.783;50;174049;2010;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-founder, Chief Executive Officer, President, Director, Chief Executive Officer of PGT Industries Inc and President of PGT Industries Inc;350.585;0;0;986.315;53;174049;2010;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;292.154;0;0;629.179;44;174049;2010;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;;209.377;0;0;242.729;47;174049;2010;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Sales & Marketing;189.9;0;0;521.158;48;174049;2010;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Monte Burns;49404;PGT INNOVATIONS INC;Vice President of Glass Operations;175;0;0;0;51;174049;2011;;;Vice President of Glass Operations;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-founder, Chief Executive Officer, President, Director, Chief Executive Officer of PGT Industries Inc and President of PGT Industries Inc;360;0;0;0;54;174049;2011;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
